"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.84460457892126e-26,1.2120582595612,0.619,0.317,1.76481284462906e-21,"hair cells ERS-","AT4G03560"
7.23021672379007e-26,1.01226824943362,0.722,0.408,1.86423908006203e-21,"hair cells ERS-","AT1G64200"
7.25537896346799e-26,1.21856540662387,0.426,0.163,1.87072691194059e-21,"hair cells ERS-","AT3G12560"
7.48529080487435e-26,1.21121376564799,0.61,0.303,1.9300073811288e-21,"hair cells ERS-","AT3G27820"
8.22025110121518e-26,0.957378795645206,0.852,0.693,2.11950954393732e-21,"hair cells ERS-","AT3G07680"
8.61318965986742e-26,0.911557097637901,0.816,0.532,2.22082482190021e-21,"hair cells ERS-","AT2G30360"
8.69191361007696e-26,1.35560446204263,0.632,0.339,2.24112300522224e-21,"hair cells ERS-","AT3G08930"
9.87477044781402e-26,1.14974740073263,0.381,0.135,2.54611081226437e-21,"hair cells ERS-","AT1G08590"
1.03942997025199e-25,0.783227130027719,0.821,0.558,2.68006623529774e-21,"hair cells ERS-","AT5G19770"
1.05778785220146e-25,2.84162478084401,0.13,0.023,2.72740019811623e-21,"hair cells ERS-","AT3G59130"
1.0923689702479e-25,1.38854746844562,0.561,0.267,2.81656415288717e-21,"hair cells ERS-","AT1G15470"
1.09937541375704e-25,1.1616059452539,0.726,0.478,2.83462956683116e-21,"hair cells ERS-","AT4G18070"
1.28298596323019e-25,1.24039435465398,0.587,0.274,3.30805100759273e-21,"hair cells ERS-","AT1G79270"
1.42685324297791e-25,1.22331515764376,0.507,0.221,3.67899840169425e-21,"hair cells ERS-","AT3G61180"
1.47756431189027e-25,3.38472759521363,0.161,0.034,3.80975182177786e-21,"hair cells ERS-","AT1G80200"
1.63445888053152e-25,1.49331497742404,0.341,0.118,4.21428877756247e-21,"hair cells ERS-","AT2G44090"
1.7021245225306e-25,0.798114409249468,0.839,0.558,4.38875786889289e-21,"hair cells ERS-","AT5G07220"
1.72074358729338e-25,1.03047683509745,0.865,0.659,4.43676526547726e-21,"hair cells ERS-","AT1G16180"
1.83526663303058e-25,1.51006989583277,0.211,0.053,4.73205148660605e-21,"hair cells ERS-","AT2G21830"
2.02135397151059e-25,0.897862313310781,0.762,0.492,5.2118590801429e-21,"hair cells ERS-","AT3G53610"
2.07172308661981e-25,1.97633040012433,0.161,0.033,5.34173080654053e-21,"hair cells ERS-","AT3G10310"
2.35086088253777e-25,0.491474204662943,0.915,0.737,6.06145969953539e-21,"hair cells ERS-","AT1G12310"
2.72290251975317e-25,1.40242830971259,0.453,0.188,7.02073185693158e-21,"hair cells ERS-","AT2G43490"
3.07206746909419e-25,0.946782404164836,0.65,0.334,7.92101876231246e-21,"hair cells ERS-","AT4G21600"
3.21130011687252e-25,1.21721287471926,0.457,0.193,8.28001622134411e-21,"hair cells ERS-","AT2G28080"
3.26814111694503e-25,1.2742225171448,0.556,0.28,8.42657505593107e-21,"hair cells ERS-","AT5G51840"
3.33770261714195e-25,1.02164989490512,0.596,0.295,8.60593242803881e-21,"hair cells ERS-","AT4G13020"
3.41603585265977e-25,1.41304078976901,0.583,0.315,8.80790684249794e-21,"hair cells ERS-","AT3G13750"
3.54846384020938e-25,0.776042624753656,0.874,0.691,9.14935916559586e-21,"hair cells ERS-","AT2G44350"
3.73950023373151e-25,1.01147694378162,0.695,0.421,9.64192740265333e-21,"hair cells ERS-","AT2G37975"
3.74110556929964e-25,0.707801155470893,0.915,0.8,9.6460665998822e-21,"hair cells ERS-","AT4G34110"
3.76299695814679e-25,1.54363742323891,0.493,0.223,9.70251135688568e-21,"hair cells ERS-","AT2G19160"
4.20223603203504e-25,1.24242820616197,0.112,0.018,1.08350453849992e-20,"hair cells ERS-","AT4G28940"
4.82376912099778e-25,1.4135327191227,0.529,0.242,1.24376063015807e-20,"hair cells ERS-","AT1G03060"
5.23760817973789e-25,1.33447920821528,0.502,0.228,1.35046489306362e-20,"hair cells ERS-","AT2G27000"
5.62186614898511e-25,1.58749286298381,0.314,0.104,1.44954196785432e-20,"hair cells ERS-","AT5G45470"
6.45892430737966e-25,1.36988726366683,0.457,0.191,1.66536904341477e-20,"hair cells ERS-","AT4G18800"
7.17165011175503e-25,1.51799336794381,0.35,0.123,1.84913826481492e-20,"hair cells ERS-","AT2G34830"
7.45368105701129e-25,1.14966526349174,0.691,0.399,1.92185712373979e-20,"hair cells ERS-","AT3G52200"
7.5703571926189e-25,0.639700542599084,0.888,0.681,1.95194089854486e-20,"hair cells ERS-","AT3G18820"
7.96306262271294e-25,0.790122981914813,0.238,0.062,2.0531960666403e-20,"hair cells ERS-","AT1G73340"
8.67593371685027e-25,1.13028037474742,0.265,0.076,2.23700274955267e-20,"hair cells ERS-","AT2G21540"
8.70440467615881e-25,0.564882623877111,0.377,0.131,2.24434370170079e-20,"hair cells ERS-","AT1G22330"
8.8980877944278e-25,0.63123821678887,0.946,0.807,2.29428295691526e-20,"hair cells ERS-","AT2G27730"
9.02343338470748e-25,1.15861260810274,0.61,0.318,2.32660206391298e-20,"hair cells ERS-","AT2G44520"
9.38359064313109e-25,1.1180644930293,0.417,0.161,2.41946501142492e-20,"hair cells ERS-","AT1G59590"
1.08962062652326e-24,1.05493585444475,0.507,0.224,2.80947782342757e-20,"hair cells ERS-","AT1G17500"
1.09524480482398e-24,1.49633529427237,0.484,0.216,2.82397920475816e-20,"hair cells ERS-","AT1G56080"
1.16993923044461e-24,0.790652588394753,0.834,0.663,3.01657131177839e-20,"hair cells ERS-","AT3G14430"
1.2100752160635e-24,0.920467020089624,0.785,0.531,3.12005793709812e-20,"hair cells ERS-","AT1G15370"
1.21213328522271e-24,0.942790261138189,0.43,0.16,3.12536446261823e-20,"hair cells ERS-","AT1G12110"
1.3720146285457e-24,1.03017530816865,0.691,0.42,3.53760251824224e-20,"hair cells ERS-","AT4G28540"
1.40004753309092e-24,0.85393984978288,0.466,0.19,3.60988255932164e-20,"hair cells ERS-","AT3G21630"
1.42223158512424e-24,0.808048529729747,0.879,0.68,3.66708191908435e-20,"hair cells ERS-","AT1G16240"
1.51080637402956e-24,1.25069470185886,0.511,0.236,3.89546315479781e-20,"hair cells ERS-","AT1G71820"
1.58120656022398e-24,1.46137610290571,0.422,0.172,4.0769829948815e-20,"hair cells ERS-","AT4G23730"
1.62631447891119e-24,0.87306303146734,0.543,0.249,4.19328925242462e-20,"hair cells ERS-","AT3G54030"
1.65173137511546e-24,1.34354038576917,0.601,0.323,4.25882417759769e-20,"hair cells ERS-","AT5G24980"
1.69422498885546e-24,1.05586227960406,0.614,0.327,4.36838971126493e-20,"hair cells ERS-","AT5G64180"
1.69827186284729e-24,0.941197404753282,0.803,0.584,4.37882417116546e-20,"hair cells ERS-","AT3G17240"
1.7828179602906e-24,1.75508633956354,0.404,0.164,4.59681782881327e-20,"hair cells ERS-","AT5G24314"
1.79842379222853e-24,0.870767957353074,0.78,0.513,4.63705590588204e-20,"hair cells ERS-","AT4G16695"
1.82478587387446e-24,0.763365635058855,0.996,0.962,4.7050278971979e-20,"hair cells ERS-","AT1G54410"
2.0341864335574e-24,3.63184296716259,0.117,0.02,5.2449463002844e-20,"hair cells ERS-","AT4G03440"
2.25758081959248e-24,1.45243379590721,0.323,0.108,5.82094638523726e-20,"hair cells ERS-","AT1G06840"
2.33596452095081e-24,0.703219226264178,0.861,0.682,6.02305092081957e-20,"hair cells ERS-","AT5G11500"
2.80000941285569e-24,0.899439993003298,0.74,0.438,7.21954427010712e-20,"hair cells ERS-","AT4G22930"
3.09655446181712e-24,0.775343600965361,0.879,0.718,7.98415602434926e-20,"hair cells ERS-","AT4G27500"
3.09930742943553e-24,1.07525722288091,0.61,0.322,7.99125427605656e-20,"hair cells ERS-","AT4G16444"
3.13026303802869e-24,1.29993560217366,0.269,0.081,8.07107021725318e-20,"hair cells ERS-","AT2G24330"
3.29325416651951e-24,1.44104670400013,0.318,0.109,8.49132654295391e-20,"hair cells ERS-","AT1G15710"
3.32692618506148e-24,0.737192793205826,0.87,0.73,8.57814647556253e-20,"hair cells ERS-","AT2G17380"
3.53206471761628e-24,1.44642734396234,0.516,0.238,9.10707566790181e-20,"hair cells ERS-","AT5G41940"
3.73538825665128e-24,0.937500480419729,0.439,0.17,9.63132508094966e-20,"hair cells ERS-","AT5G55550"
3.86234364236908e-24,0.93811758843289,0.767,0.508,9.95866684748445e-20,"hair cells ERS-","AT1G68000"
3.989524254863e-24,1.98961423144077,0.305,0.103,1.02865893387388e-19,"hair cells ERS-","AT5G55260"
4.05869824224405e-24,1.83571523848347,0.247,0.072,1.04649475478021e-19,"hair cells ERS-","AT2G04430"
4.07644465362941e-24,1.10762391243789,0.686,0.39,1.05107048949181e-19,"hair cells ERS-","AT3G44330"
4.23442462053801e-24,0.824730470194164,0.722,0.444,1.09180404415952e-19,"hair cells ERS-","AT1G65840"
4.39437012500052e-24,1.39417582070934,0.314,0.105,1.13304439303013e-19,"hair cells ERS-","AT4G28030"
4.50506692816339e-24,2.97550718380572,0.135,0.026,1.16158645675765e-19,"hair cells ERS-","AT3G62780"
4.7446565434471e-24,0.944434237857347,0.776,0.482,1.2233622431624e-19,"hair cells ERS-","AT3G13870"
5.07378549307445e-24,1.13065513423774,0.484,0.215,1.30822485153432e-19,"hair cells ERS-","AT2G01820"
5.0979531990532e-24,0.896320714516641,0.749,0.457,1.31445625284388e-19,"hair cells ERS-","AT3G53670"
5.26320030800259e-24,0.847251679725253,0.767,0.54,1.35706356741539e-19,"hair cells ERS-","AT3G61200"
5.42523839291427e-24,1.19557788726913,0.556,0.282,1.39884346722901e-19,"hair cells ERS-","AT1G21930"
6.26443244381039e-24,1.37668070880047,0.417,0.172,1.61522126131207e-19,"hair cells ERS-","AT1G48760"
6.39714933107975e-24,1.99525630637451,0.103,0.016,1.6494409835256e-19,"hair cells ERS-","AT1G32950"
6.75367821252344e-24,1.01113902584779,0.605,0.304,1.74136839031704e-19,"hair cells ERS-","AT1G12360"
7.32754904621468e-24,1.14044449282828,0.659,0.395,1.88933524607599e-19,"hair cells ERS-","AT1G05720"
7.58623030441977e-24,0.909306076328783,0.691,0.393,1.95603362169159e-19,"hair cells ERS-","AT5G27450"
8.23093963047274e-24,1.01229435442869,0.726,0.436,2.12226547432109e-19,"hair cells ERS-","AT3G11330"
8.34366003143944e-24,1.09586828059643,0.668,0.378,2.15132930250635e-19,"hair cells ERS-","AT2G21520"
8.89768340413611e-24,1.35297045603979,0.502,0.232,2.29417868892245e-19,"hair cells ERS-","AT3G19340"
9.41544238022896e-24,2.68425377732804,0.152,0.032,2.42767766331823e-19,"hair cells ERS-","AT3G23840"
9.66976829597257e-24,0.539225536827074,0.906,0.744,2.49325305743357e-19,"hair cells ERS-","AT4G21980"
9.87945179070304e-24,1.12723164680461,0.126,0.023,2.54731784971487e-19,"hair cells ERS-","AT5G14740"
1.08695420673188e-23,0.600055817833435,0.942,0.862,2.80260272663747e-19,"hair cells ERS-","AT2G45070"
1.10709926442569e-23,1.16789753059528,0.502,0.233,2.8545447433952e-19,"hair cells ERS-","AT1G69340"
1.12451121013699e-23,1.14085156358817,0.601,0.301,2.89943970421722e-19,"hair cells ERS-","AT4G38250"
1.49875260556436e-23,0.655976479265295,0.682,0.359,3.86438371818715e-19,"hair cells ERS-","AT4G30810"
1.56689825170643e-23,0.530754210338062,0.951,0.876,4.04009045219986e-19,"hair cells ERS-","AT2G47170"
1.68111952015031e-23,1.0064547730163,0.673,0.394,4.33459857075557e-19,"hair cells ERS-","AT5G64500"
1.80938509869638e-23,3.0053667698743,0.157,0.034,4.66531853847873e-19,"hair cells ERS-","AT5G65200"
1.87153245851692e-23,1.32288651701684,0.466,0.209,4.82555929104002e-19,"hair cells ERS-","AT1G52710"
1.87974124026764e-23,1.35106062191114,0.439,0.185,4.84672481390608e-19,"hair cells ERS-","AT4G16840"
1.99782043350218e-23,0.992409830256007,0.556,0.27,5.15118020574202e-19,"hair cells ERS-","AT3G02570"
2.11846814307172e-23,1.63598573687191,0.161,0.035,5.46225826009613e-19,"hair cells ERS-","AT1G78230"
2.13228564982771e-23,0.375497631083227,0.937,0.659,5.49788531951577e-19,"hair cells ERS-","AT3G53420"
2.24303200890177e-23,0.845756000728081,0.776,0.51,5.78343373175231e-19,"hair cells ERS-","AT1G02305"
2.36468138999151e-23,0.466725525733928,0.951,0.868,6.09709449595411e-19,"hair cells ERS-","AT2G30870"
2.41416907437077e-23,0.930134308565002,0.816,0.551,6.22469354135759e-19,"hair cells ERS-","AT5G04430"
2.87073856676776e-23,0.781064400807019,0.525,0.23,7.40191232055399e-19,"hair cells ERS-","AT5G60800"
3.1292985661848e-23,1.30496506950889,0.493,0.228,8.06858342305089e-19,"hair cells ERS-","AT3G53000"
3.39890892876216e-23,0.845418973250849,0.812,0.571,8.76374678192036e-19,"hair cells ERS-","AT5G08300"
3.46103009897291e-23,0.884064430584214,0.812,0.522,8.92392000719174e-19,"hair cells ERS-","AT5G58375"
3.60921058576429e-23,1.31089625648992,0.283,0.088,9.30598857433465e-19,"hair cells ERS-","AT1G72140"
4.03336262342433e-23,1.03431941128774,0.664,0.375,1.03996221882373e-18,"hair cells ERS-","AT5G49810"
4.22430485138444e-23,0.492868329232201,0.924,0.702,1.08919476288096e-18,"hair cells ERS-","AT1G05850"
4.42396316808246e-23,1.82733977762365,0.296,0.101,1.14067466325838e-18,"hair cells ERS-","AT5G22355"
5.01356537011456e-23,0.828411927586718,0.821,0.612,1.29269769503034e-18,"hair cells ERS-","AT3G09740"
5.31062315303333e-23,1.51702661042251,0.404,0.173,1.36929107377811e-18,"hair cells ERS-","AT2G04650"
6.19225025207874e-23,0.726769617869336,0.848,0.66,1.59660980499598e-18,"hair cells ERS-","AT2G30410"
6.41367353616446e-23,1.91182841974113,0.202,0.053,1.65370158456464e-18,"hair cells ERS-","AT2G01620"
7.00166757571769e-23,0.927338380849508,0.749,0.477,1.80530996772305e-18,"hair cells ERS-","AT3G25040"
7.35216737936505e-23,1.2921320296004,0.229,0.064,1.89568283709548e-18,"hair cells ERS-","AT1G12610"
7.69926721100895e-23,0.680303174382369,0.883,0.682,1.98517905768655e-18,"hair cells ERS-","AT5G14240"
7.90040498400143e-23,0.948747077093634,0.565,0.281,2.03704042107493e-18,"hair cells ERS-","AT5G56020"
8.03018849156655e-23,0.867298911855281,0.83,0.595,2.07050380066552e-18,"hair cells ERS-","AT4G03520"
8.25116387901787e-23,0.786729907793046,0.803,0.509,2.12748009456597e-18,"hair cells ERS-","AT1G29280"
8.26927579724864e-23,1.32145926047374,0.336,0.122,2.13215007156259e-18,"hair cells ERS-","AT5G16940"
8.46771553612971e-23,1.1889249526437,0.48,0.22,2.18331577383568e-18,"hair cells ERS-","AT2G05260"
8.96450616881127e-23,0.954828213176501,0.709,0.466,2.3114082705663e-18,"hair cells ERS-","AT4G12340"
9.22430526508242e-23,2.22763940222353,0.161,0.037,2.37839486954885e-18,"hair cells ERS-","AT3G47820"
1.08714179845895e-22,2.27326893513755,0.179,0.044,2.80308641314655e-18,"hair cells ERS-","AT3G61760"
1.10259172765642e-22,1.13640997269134,0.632,0.383,2.84292251058931e-18,"hair cells ERS-","AT1G28250"
1.11713216096546e-22,1.01206966320883,0.39,0.151,2.88041356383335e-18,"hair cells ERS-","AT3G02460"
1.1473533741307e-22,0.350350922950621,0.807,0.465,2.95833593985859e-18,"hair cells ERS-","AT5G25890"
1.15153577390329e-22,1.09560924436652,0.758,0.469,2.96911983943224e-18,"hair cells ERS-","AT3G51550"
1.24980718174045e-22,0.701588096551187,0.825,0.578,3.22250283739957e-18,"hair cells ERS-","AT5G08080"
1.25711340420052e-22,1.28183491841025,0.475,0.22,3.24134120139062e-18,"hair cells ERS-","AT4G33530"
1.27540413690446e-22,1.03044945895903,0.57,0.283,3.28850202659447e-18,"hair cells ERS-","AT1G72880"
1.33101755598341e-22,1.01752666063105,0.709,0.435,3.43189566634763e-18,"hair cells ERS-","AT3G17090"
1.42997251295804e-22,1.14504974772748,0.57,0.304,3.68704112741101e-18,"hair cells ERS-","AT5G63570"
1.6033293905874e-22,2.1944717019194,0.121,0.022,4.13402450069056e-18,"hair cells ERS-","AT1G69900"
1.71246860611119e-22,1.39248347125193,0.498,0.231,4.41542905399709e-18,"hair cells ERS-","AT5G63910"
1.80801348120121e-22,1.26813050055109,0.475,0.213,4.66178195992919e-18,"hair cells ERS-","AT1G30540"
1.88529187530999e-22,1.12276771517246,0.565,0.286,4.86103657129929e-18,"hair cells ERS-","AT1G48790"
1.95620447190474e-22,1.33208405183375,0.753,0.539,5.04387761035919e-18,"hair cells ERS-","AT3G21680"
2.3004994167903e-22,1.21844169459785,0.534,0.257,5.93160769625212e-18,"hair cells ERS-","AT4G30160"
2.33037211988277e-22,1.08104232880543,0.677,0.391,6.00863147390574e-18,"hair cells ERS-","AT5G43320"
2.39321083084456e-22,0.823131327506162,0.771,0.483,6.17065480624961e-18,"hair cells ERS-","AT1G63940"
2.47541085084511e-22,1.06947293477433,0.489,0.221,6.38259933781903e-18,"hair cells ERS-","AT5G01460"
2.50190749914165e-22,1.80369307621821,0.184,0.045,6.45091829578683e-18,"hair cells ERS-","AT1G75960"
2.53149990379721e-22,0.378843317753931,0.502,0.231,6.52721935195072e-18,"hair cells ERS-","AT1G19840"
2.54000752146254e-22,1.10895125261966,0.646,0.384,6.54915539333902e-18,"hair cells ERS-","AT1G12390"
2.66385459219643e-22,2.37124239635695,0.233,0.07,6.86848268051928e-18,"hair cells ERS-","AT5G66040"
2.688640016111e-22,1.46351280977121,0.274,0.087,6.93238941754062e-18,"hair cells ERS-","AT3G49210"
3.07796236300475e-22,1.43006132501766,0.318,0.113,7.93621815677144e-18,"hair cells ERS-","AT3G26510"
3.18159016550707e-22,0.319015012305327,0.327,0.11,8.20341208274343e-18,"hair cells ERS-","AT5G24030"
3.31964648790034e-22,0.778830951865256,0.906,0.744,8.55937650440224e-18,"hair cells ERS-","AT2G21160"
3.46803973105604e-22,1.13937546116082,0.422,0.179,8.94199364255489e-18,"hair cells ERS-","AT2G24170"
3.58581755020398e-22,0.583085377084968,0.39,0.145,9.24567197144593e-18,"hair cells ERS-","AT1G77920"
3.60807774760926e-22,3.28885675662503,0.166,0.039,9.30306766443571e-18,"hair cells ERS-","AT5G62720"
3.76249890560993e-22,1.22485105682992,0.538,0.273,9.70122717822464e-18,"hair cells ERS-","AT5G60550"
4.4000713331034e-22,0.86426769124713,0.798,0.521,1.13451439252738e-17,"hair cells ERS-","AT5G02502"
4.44033075635372e-22,1.84137587380201,0.309,0.11,1.14489488221824e-17,"hair cells ERS-","AT5G43030"
4.45054394010377e-22,0.880221682424623,0.7,0.422,1.14752824951636e-17,"hair cells ERS-","AT5G40670"
4.59622968616739e-22,0.7409185097792,0.83,0.622,1.1850918622814e-17,"hair cells ERS-","AT1G04850"
4.70632503502417e-22,1.02896098475429,0.632,0.353,1.21347884703063e-17,"hair cells ERS-","AT4G21160"
5.33262852428619e-22,0.763399573664867,0.807,0.587,1.37496493870195e-17,"hair cells ERS-","AT5G40650"
5.54821321029275e-22,1.29731602614888,0.453,0.207,1.43055129414188e-17,"hair cells ERS-","AT1G32260"
5.69724632794547e-22,0.909242761086496,0.785,0.512,1.46897799319746e-17,"hair cells ERS-","AT1G29330"
6.62184335363976e-22,1.18137139099037,0.578,0.312,1.70737609030248e-17,"hair cells ERS-","AT2G45670"
6.65627208765166e-22,2.26223249465326,0.13,0.026,1.71625319508011e-17,"hair cells ERS-","AT5G15660"
6.72674186707819e-22,1.25277859615898,0.296,0.099,1.73442312300744e-17,"hair cells ERS-","AT4G03820"
6.97916924894699e-22,0.622890842279472,0.861,0.65,1.79950899914849e-17,"hair cells ERS-","AT5G34850"
7.88267704433574e-22,0.814397692663693,0.628,0.343,2.03246944911153e-17,"hair cells ERS-","AT1G30890"
7.90399655421425e-22,1.04641052240975,0.498,0.234,2.0379664715386e-17,"hair cells ERS-","AT5G12390"
7.98900991450059e-22,0.954237736304909,0.709,0.435,2.05988631635483e-17,"hair cells ERS-","AT4G10140"
8.61457463142449e-22,0.771766336695722,0.816,0.554,2.22118192296649e-17,"hair cells ERS-","AT3G48030"
1.02480969533598e-21,0.946746931315981,0.668,0.393,2.64236931845428e-17,"hair cells ERS-","AT1G14290"
1.07674717959116e-21,1.04320560283631,0.61,0.336,2.77628492785784e-17,"hair cells ERS-","AT4G34070"
1.20688063552798e-21,0.865531920964514,0.731,0.462,3.11182103064534e-17,"hair cells ERS-","AT3G57785"
1.27035160173185e-21,0.984093843699145,0.489,0.218,3.27547456990541e-17,"hair cells ERS-","AT3G23090"
1.4060244375312e-21,0.810061977292344,0.52,0.247,3.62529340973044e-17,"hair cells ERS-","AT2G46600"
1.50580416313635e-21,0.781902121464783,0.852,0.645,3.88256545423077e-17,"hair cells ERS-","AT5G07960"
1.52289087942391e-21,0.710166873806605,0.668,0.354,3.92662184350661e-17,"hair cells ERS-","AT1G62045"
1.56340961237535e-21,1.07714878994125,0.148,0.032,4.0310953445486e-17,"hair cells ERS-","AT5G01730"
1.57112521565223e-21,1.3753813682083,0.529,0.268,4.05098925603772e-17,"hair cells ERS-","AT1G80350"
1.57413345140156e-21,1.16486654517112,0.448,0.198,4.05874569109378e-17,"hair cells ERS-","AT5G20660"
1.64927655172307e-21,1.15877353459847,0.767,0.52,4.25249466096277e-17,"hair cells ERS-","AT5G18150"
1.90999752113736e-21,1.10517243998754,0.709,0.423,4.92473760850057e-17,"hair cells ERS-","AT5G18520"
1.91864556287157e-21,1.18825145941855,0.439,0.202,4.94703571930805e-17,"hair cells ERS-","AT3G50860"
1.97922663674903e-21,0.977783919251932,0.444,0.193,5.1032379601937e-17,"hair cells ERS-","AT4G28710"
2.00503724884549e-21,1.29912926961763,0.525,0.27,5.16978804242322e-17,"hair cells ERS-","AT3G07890"
2.05642832771715e-21,1.11387502601845,0.439,0.189,5.3022948001859e-17,"hair cells ERS-","AT5G42930"
2.13797438751845e-21,1.13335724611696,0.511,0.244,5.51255316077757e-17,"hair cells ERS-","AT3G60860"
2.13812849246103e-21,1.31851321968894,0.318,0.117,5.51295050496151e-17,"hair cells ERS-","AT4G22910"
2.22885403686071e-21,1.16754335422624,0.372,0.148,5.74687724864166e-17,"hair cells ERS-","AT2G37840"
2.23527917060409e-21,0.397789777115283,0.673,0.371,5.76344381348559e-17,"hair cells ERS-","AT4G30850"
2.41870317097862e-21,1.36762673178898,0.61,0.352,6.23638425605127e-17,"hair cells ERS-","AT4G36900"
2.67326753264748e-21,0.770050838488444,0.888,0.744,6.89275300617827e-17,"hair cells ERS-","AT3G55770"
2.78644987617632e-21,1.15800044474149,0.578,0.309,7.18458236073302e-17,"hair cells ERS-","AT2G43070"
3.09829231579557e-21,0.719171879916732,0.215,0.06,7.98863690704729e-17,"hair cells ERS-","AT5G01490"
3.14136735077772e-21,0.526790972293139,0.726,0.412,8.09970157724529e-17,"hair cells ERS-","AT5G63030"
3.3340481094788e-21,1.1309498488111,0.48,0.231,8.59650964548014e-17,"hair cells ERS-","AT4G14147"
3.54563380052359e-21,1.92084353305947,0.103,0.017,9.14206219127002e-17,"hair cells ERS-","AT5G20410"
3.60981129991301e-21,1.11418450316295,0.561,0.281,9.3075374556957e-17,"hair cells ERS-","AT5G02100"
3.92492707192732e-21,0.787865690928927,0.735,0.458,1.01200319622574e-16,"hair cells ERS-","AT2G42490"
4.06345073124947e-21,0.80130260611009,0.722,0.43,1.04772013654536e-16,"hair cells ERS-","AT4G24400"
4.27094025592599e-21,0.854870561766335,0.767,0.528,1.10121923558796e-16,"hair cells ERS-","AT3G18430"
4.30643205991001e-21,0.808854261038216,0.803,0.582,1.1103704423272e-16,"hair cells ERS-","AT3G54110"
4.3511045375641e-21,1.0042983572278,0.502,0.243,1.12188879396553e-16,"hair cells ERS-","AT3G44200"
4.8111410034161e-21,2.46669427828591,0.175,0.045,1.24050459632081e-16,"hair cells ERS-","AT5G44770"
6.10916797489072e-21,0.883210322245365,0.682,0.398,1.57518787064582e-16,"hair cells ERS-","AT5G26740"
6.44536939157649e-21,0.880335550771341,0.78,0.559,1.66187404392408e-16,"hair cells ERS-","AT1G69460"
6.72058687709685e-21,1.26421869861061,0.341,0.131,1.73283612039065e-16,"hair cells ERS-","AT4G30060"
7.19354483197831e-21,2.11978647523692,0.103,0.018,1.85478359947729e-16,"hair cells ERS-","AT1G76230"
7.66697503862668e-21,1.39730589772302,0.354,0.14,1.9768528439595e-16,"hair cells ERS-","AT3G22540"
8.25387209436035e-21,0.924016468671929,0.731,0.495,2.12817838080987e-16,"hair cells ERS-","AT5G46860"
8.30367055541559e-21,0.710335992649277,0.825,0.614,2.14101841600836e-16,"hair cells ERS-","AT5G40810"
8.52702383597555e-21,1.13039240172124,0.399,0.167,2.19860782586794e-16,"hair cells ERS-","AT1G03370"
8.55113862083919e-21,1.07372536720018,0.543,0.28,2.20482558199718e-16,"hair cells ERS-","AT1G24170"
9.60301383388673e-21,0.924961190977642,0.511,0.243,2.47604108692935e-16,"hair cells ERS-","AT1G54710"
1.08381169565059e-20,0.953746244319017,0.453,0.204,2.79450007606549e-16,"hair cells ERS-","AT1G19440"
1.37734783254127e-20,0.848068467654378,0.785,0.505,3.55135365142442e-16,"hair cells ERS-","AT5G45410"
1.40234699182531e-20,0.901437755718512,0.709,0.456,3.61581148372238e-16,"hair cells ERS-","AT1G60780"
1.4393751574869e-20,0.749612984390722,0.87,0.716,3.71128490606421e-16,"hair cells ERS-","AT3G09735"
1.44171210993579e-20,2.17903295374699,0.112,0.021,3.71731050425844e-16,"hair cells ERS-","AT4G00070"
1.45310461978614e-20,1.12028038971224,0.453,0.209,3.74668495165659e-16,"hair cells ERS-","AT3G09000"
1.51532503243448e-20,0.984924860123213,0.601,0.332,3.90711406362905e-16,"hair cells ERS-","AT5G19050"
1.62235660921078e-20,0.726314873132893,0.798,0.578,4.18308428118908e-16,"hair cells ERS-","AT2G17390"
1.6954565375741e-20,1.40244771673859,0.547,0.322,4.37156513648106e-16,"hair cells ERS-","AT5G67390"
1.93726443122457e-20,1.0896887514544,0.439,0.197,4.99504260946942e-16,"hair cells ERS-","AT4G04720"
2.07404231937568e-20,1.11634192116899,0.61,0.333,5.34771071627825e-16,"hair cells ERS-","AT3G06060"
2.26367715277419e-20,0.824904843071673,0.713,0.442,5.83666517071297e-16,"hair cells ERS-","AT4G30260"
2.34932282473187e-20,1.20565152944003,0.489,0.236,6.05749397128866e-16,"hair cells ERS-","AT2G38840"
2.51151039352164e-20,1.23297496810049,0.511,0.248,6.4756783986562e-16,"hair cells ERS-","AT5G66250"
2.58502259078774e-20,1.71617824498464,0.552,0.318,6.66522224808711e-16,"hair cells ERS-","AT1G79970"
2.60262226800826e-20,1.00191110095912,0.395,0.166,6.71060125583251e-16,"hair cells ERS-","AT1G69810"
2.62407734418858e-20,0.954398976205978,0.74,0.504,6.76592102425584e-16,"hair cells ERS-","AT2G46800"
2.87372195307505e-20,1.21842741065323,0.52,0.267,7.4096046838087e-16,"hair cells ERS-","AT1G52347"
3.11471097743079e-20,1.30622886599894,0.323,0.119,8.03097078420754e-16,"hair cells ERS-","AT2G41830"
3.25502678397491e-20,0.607311193204931,0.498,0.222,8.39276105980091e-16,"hair cells ERS-","AT1G01140"
3.89969947482973e-20,0.914474774138043,0.691,0.414,1.0054985125901e-15,"hair cells ERS-","AT1G48030"
4.02638994233223e-20,1.23307661143943,0.417,0.184,1.03816438273094e-15,"hair cells ERS-","AT3G44326"
4.15192481025402e-20,0.854352630545479,0.825,0.512,1.0705322930759e-15,"hair cells ERS-","AT5G13710"
4.49818461086307e-20,1.92112406568729,0.206,0.061,1.15981192006493e-15,"hair cells ERS-","AT3G53470"
