"Gene_ID","Cahn_Methylation_status","Bewick_Classification","Both_gbM","Both_TE_like","H2AZ_Depleted","H2AZ_Enriched"
"AT2G27450","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G27460","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27470","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27480","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27490","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27505","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27507","TE-like methylation",NA,NA,NA,NA,NA
"AT2G27510","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G27520","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G27530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27535","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27540","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27580","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27590","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27600","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G27610","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G27630","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27650","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27660","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27670","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27680","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27690","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27700","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27710","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27730","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27740","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27750","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27760","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G27770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27775","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27780","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27790","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27800","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G27810","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27820","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27830","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27840","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27860","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G27880","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G27900","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27920","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27930","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27940","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27950","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27960","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27970","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G27980","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G27990","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28000","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28010","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28020","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28030","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28050","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28060","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28070","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28080","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28085","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28090","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28100","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28105","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28110","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28120","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28130","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28140","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28150","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28170","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28180","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28190","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28200","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28210","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28220","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28225","Unmethylated",NA,NA,NA,NA,NA
"AT2G28230","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28240","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28250","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28260","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G28270","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28290","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28305","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28310","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28315","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28320","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28330","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28340","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28350","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28355","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28360","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28370","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G28380","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28390","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G28400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28401",NA,"Unmethylated",NA,NA,NA,NA
"AT2G28405","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28426","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28440","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28450","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28460","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28470","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G28480","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28490","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28507",NA,"Unmethylated",NA,NA,NA,NA
"AT2G28510","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28520","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28540","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28550","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28560","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28580","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28590","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28600","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G28605","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28610","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28620","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28625","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28630","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28640","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G28650","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28660","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28670","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28671","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28680","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28690","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28700","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28710","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28725","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28740","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28755","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28760","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28780","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28800","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28815","Unmethylated",NA,NA,NA,NA,NA
"AT2G28830","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28840","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28850","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28870","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28880","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G28890","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G28900","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28910","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28920","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28930","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G28940","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G28950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28960","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28970","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G28990","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29000","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29020","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29040","TE-like methylation","gbM",FALSE,FALSE,FALSE,TRUE
"AT2G29045","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29050","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29060","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29065","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G29070","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G29080","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G29090","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29100","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29110","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29120","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29125","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29130","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29140","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G29150","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29170","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29180","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29190","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G29200","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G29210","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G29220","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29250","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29263","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29290","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29300","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29320","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29330","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29340","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29350","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29360","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29370","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29380","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29390","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G29400","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29410","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29440","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29450","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29452","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29460","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29470","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29480","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29485","Unmethylated",NA,NA,NA,NA,NA
"AT2G29490","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29510","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G29525","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G29530","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29550","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29560","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G29570","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29580","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G29590","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29600","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29605","TE-like methylation","mCHH",FALSE,TRUE,TRUE,FALSE
"AT2G29620","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29628","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29630","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G29640","Unmethylated","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G29650","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29654","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29660","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29670","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29679","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29680","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29690","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G29700","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29710","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29720","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29730","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29735","Unmethylated",NA,NA,NA,NA,NA
"AT2G29740","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29750","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29760","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G29770","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29780","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29800","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29820","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29830","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29840","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29850","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G29860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29870","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29880","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G29890","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G29900","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29910","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29920","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G29925","TE-like methylation",NA,NA,NA,NA,NA
"AT2G29930","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29940","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29950","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29960","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G29970","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G29980","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G29990","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G29995","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30000","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30010","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30020","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30032",NA,"Unmethylated",NA,NA,NA,NA
"AT2G30040","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30050","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30060","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30070","gbM","gbM",TRUE,FALSE,FALSE,TRUE
"AT2G30080","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30090","TE-like methylation","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30100","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30105","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30110","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30120","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30130","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30140","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30150","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30160","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30170","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30200","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30210","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30220","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30230","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30240","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30250","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30260","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30270","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30280","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30290","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30300","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30310","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30320","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30330","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30340","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30350","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30360","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30370","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30380","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30385","TE-like methylation",NA,NA,NA,NA,NA
"AT2G30390","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30395","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30400","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30410","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30420","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30424","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30430","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30432","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30440","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30460","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30470","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30480","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G30490","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30500","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30505","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30520","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30530","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30540","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30550","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30560","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30570","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30575","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30580","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30590","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30600","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G30615","TE-like methylation","mCHG",FALSE,TRUE,NA,NA
"AT2G30620","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30630","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30650","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30660","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30670","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30680","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30690","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30695","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30700","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30710","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30720","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30730","TE-like methylation","mCHH",FALSE,TRUE,NA,NA
"AT2G30740","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G30750","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30760","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30766","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30770","TE-like methylation","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30780","gbM","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G30790","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30800","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30810","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30820","gbM","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30830","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30840","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30860","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30870","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30880","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30890","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30900","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30910","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30920","TE-like methylation","Unmethylated",FALSE,FALSE,TRUE,FALSE
"AT2G30925","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30930","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30933","Unmethylated","Unmethylated",FALSE,FALSE,FALSE,TRUE
"AT2G30940","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30942","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30950","gbM","gbM",TRUE,FALSE,NA,NA
"AT2G30960","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30970","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30980","gbM","gbM",TRUE,FALSE,TRUE,FALSE
"AT2G30985","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
"AT2G30990","gbM","Unmethylated",FALSE,FALSE,NA,NA
"AT2G31005","Unmethylated","Unmethylated",FALSE,FALSE,NA,NA
